Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Gift Card,Status
racing-axle-back-sport-exhaust-system-with-selectable-tail-pipes-for-bmw-m2-g87-no-ec-type-approval-sku-081023-1510,,,,,,,,Connection Tube,"Connection tube package with valves, Original tube Ø 70 mm - REMUS tube Ø 76 mm",,Choose tail pipe,"tail pipe set L/R each 2 Carbon tail pipes Ø 102 mm angled, Titanium internals, with adjustable spherical clamp connection",,Wähle dein Titan Endrohr,"Titanium tail pipe set: 4 tail pipes OPT with OnePieceTechnology Ø 100mm, L=140mm titanium black PVD coated, 333g incl. full titanium clamp and titanium screw",,,0,0,deny,manual,"6900,00",TRUE,FALSE,https://remus.eu/en/media/catalog/product/r/e/remus_sport_exhaust_081023_1500_1.jpg,1,FALSE,active
racing-axle-back-sport-exhaust-system-with-selectable-tail-pipes-for-bmw-m2-g87-no-ec-type-approval-sku-081023-1510,,,,,,,,Connection Tube,"Connection tube package with valves, Original tube Ø 70 mm - REMUS tube Ø 76 mm",,Choose tail pipe,"tail pipe set L/R each 2 Carbon tail pipes Ø 102 mm angled, Titanium internals, with adjustable spherical clamp connection",,Wähle dein Titan Endrohr,No Selection,,,0,0,deny,manual,"5901,60",TRUE,FALSE,https://remus.eu/en/media/catalog/product/r/e/remus_sportexhaust_bmw_m2_g87_1.jpg,2,FALSE,active
racing-axle-back-sport-exhaust-system-with-selectable-tail-pipes-for-bmw-m2-g87-no-ec-type-approval-sku-081023-1510,,,,,,,,Connection Tube,"Connection tube package with valves, Original tube Ø 70 mm - REMUS tube Ø 76 mm",,Choose tail pipe,"Stainless steel tail pipe set: 4 tail pipes Ø 102 mm angled, straight cut, Black Chrome, with adjustable spherical clamp connection",,Wähle dein Titan Endrohr,"Titanium tail pipe set: 4 tail pipes OPT with OnePieceTechnology Ø 100mm, L=140mm titanium brushed, 333g incl. full titanium clamp and titanium screw",,,0,0,deny,manual,"6060,00",TRUE,FALSE,https://remus.eu/en/media/catalog/product/0/8/081023_1510_wo_tp.jpg,3,FALSE,active
racing-axle-back-sport-exhaust-system-with-selectable-tail-pipes-for-bmw-m2-g87-no-ec-type-approval-sku-081023-1510,,,,,,,,Connection Tube,"Connection tube package with valves, Original tube Ø 70 mm - REMUS tube Ø 76 mm",,Choose tail pipe,"Stainless steel tail pipe set: 4 tail pipes Ø 102 mm angled, straight cut, Black Chrome, with adjustable spherical clamp connection",,Wähle dein Titan Endrohr,"Titanium tail pipe set: 4 tail pipes OPT with OnePieceTechnology Ø 100mm, L=140mm titanium black PVD coated, 333g incl. full titanium clamp and titanium screw",,,0,0,deny,manual,"6242,40",TRUE,FALSE,https://remus.eu/en/media/catalog/product/cache/b391100c694c67e22657c8c2f08be282/0/8/081021_1400_2.jpg,4,FALSE,active
racing-axle-back-sport-exhaust-system-with-selectable-tail-pipes-for-bmw-m2-g87-no-ec-type-approval-sku-081023-1510,,,,,,,,Connection Tube,"Connection tube package with valves, Original tube Ø 70 mm - REMUS tube Ø 76 mm",,Choose tail pipe,"Stainless steel tail pipe set: 4 tail pipes Ø 102 mm angled, straight cut, Black Chrome, with adjustable spherical clamp connection",,Wähle dein Titan Endrohr,No Selection,,,0,0,deny,manual,"5244,00",TRUE,FALSE,https://remus.eu/en/media/catalog/product/cache/b391100c694c67e22657c8c2f08be282/0/0/0046_70csr.jpg,5,FALSE,active
racing-axle-back-sport-exhaust-system-with-selectable-tail-pipes-for-bmw-m2-g87-no-ec-type-approval-sku-081023-1510,,,,,,,,Connection Tube,"Connection tube package with valves, Original tube Ø 70 mm - REMUS tube Ø 76 mm",,Choose tail pipe,"tail pipe set L/R with each 2 tail pipes Ø 102 mm angled, straight cut, chromed, with adjustable spherical clamp connection",,Wähle dein Titan Endrohr,"Titanium tail pipe set: 4 tail pipes OPT with OnePieceTechnology Ø 100mm, L=140mm titanium brushed, 333g incl. full titanium clamp and titanium screw",,,0,0,deny,manual,"5964,00",TRUE,FALSE,https://remus.eu/en/media/catalog/product/cache/b391100c694c67e22657c8c2f08be282/0/0/004670sgbr_l.jpg,6,FALSE,active
racing-axle-back-sport-exhaust-system-with-selectable-tail-pipes-for-bmw-m2-g87-no-ec-type-approval-sku-081023-1510,,,,,,,,Connection Tube,"Connection tube package with valves, Original tube Ø 70 mm - REMUS tube Ø 76 mm",,Choose tail pipe,"tail pipe set L/R with each 2 tail pipes Ø 102 mm angled, straight cut, chromed, with adjustable spherical clamp connection",,Wähle dein Titan Endrohr,"Titanium tail pipe set: 4 tail pipes OPT with OnePieceTechnology Ø 100mm, L=140mm titanium black PVD coated, 333g incl. full titanium clamp and titanium screw",,,0,0,deny,manual,"6146,40",TRUE,FALSE,https://remus.eu/en/media/catalog/product/cache/b391100c694c67e22657c8c2f08be282/r/e/remus-tailpipe-set-0046-70sgr.jpg,7,FALSE,active
racing-axle-back-sport-exhaust-system-with-selectable-tail-pipes-for-bmw-m2-g87-no-ec-type-approval-sku-081023-1510,,,,,,,,Connection Tube,"Connection tube package with valves, Original tube Ø 70 mm - REMUS tube Ø 76 mm",,Choose tail pipe,"tail pipe set L/R with each 2 tail pipes Ø 102 mm angled, straight cut, chromed, with adjustable spherical clamp connection",,Wähle dein Titan Endrohr,No Selection,,,0,0,deny,manual,"5148,00",TRUE,FALSE,https://remus.eu/en/media/catalog/product/cache/b391100c694c67e22657c8c2f08be282/4/_/4.jpg,8,FALSE,active
racing-axle-back-sport-exhaust-system-with-selectable-tail-pipes-for-bmw-m2-g87-no-ec-type-approval-sku-081023-1510,,,,,,,,Connection Tube,"Connection tube package with valves, Original tube Ø 70 mm - REMUS tube Ø 76 mm",,Choose tail pipe,No Selection,,Wähle dein Titan Endrohr,"Titanium tail pipe set: 4 tail pipes OPT with OnePieceTechnology Ø 100mm, L=140mm titanium brushed, 333g incl. full titanium clamp and titanium screw",,,0,0,deny,manual,"5556,00",TRUE,FALSE,https://remus.eu/en/media/catalog/product/cache/b391100c694c67e22657c8c2f08be282/r/e/remus-0048-tib-tailpipes.jpg,9,FALSE,active
racing-axle-back-sport-exhaust-system-with-selectable-tail-pipes-for-bmw-m2-g87-no-ec-type-approval-sku-081023-1510,,,,,,,,Connection Tube,"Connection tube package with valves, Original tube Ø 70 mm - REMUS tube Ø 76 mm",,Choose tail pipe,No Selection,,Wähle dein Titan Endrohr,"Titanium tail pipe set: 4 tail pipes OPT with OnePieceTechnology Ø 100mm, L=140mm titanium black PVD coated, 333g incl. full titanium clamp and titanium screw",,,0,0,deny,manual,"5738,40",TRUE,FALSE,,10,FALSE,active
racing-axle-back-sport-exhaust-system-with-selectable-tail-pipes-for-bmw-m2-g87-no-ec-type-approval-sku-081023-1510,,,,,,,,Connection Tube,"Connection tube package with valves, Original tube Ø 70 mm - REMUS tube Ø 76 mm",,Choose tail pipe,No Selection,,Wähle dein Titan Endrohr,No Selection,,,0,0,deny,manual,"4740,00",TRUE,FALSE,,11,FALSE,active
axle-back-sport-exhaust-system-absorption-principle-with-selectable-tail-pipes-for-bmw-m2-g87-incl-ec-approval-sku-081023-1500,"Axle-Back sport exhaust system (absorption principle with selectable tail pipes) for BMW M2 G87, incl. EC approval SKU: 081023 1500","Axle-Back sport exhaust system (absorption principle with selectable tail pipes) for BMW M2 G87, incl. EC approval SKU: 081023 1500 Installation/fitting at the serial mounting points. Including mounting material. Attention: The original exhaust will need to be cut! Can only be used in combination with connection tube package 018023 1400. Original tube Ø 70mm REMUS tubes Ø 76mm Features: Aggressive Racing Sound Increased Performance and Torque Reduced weight up to -2.1kg Optimized flow and back pressure Stainless steel Handmade in Austria Choose from a wide variety of tail pipes 2 years of warranty EC homologation",Remus,Pojazdy i części > Akcesoria i części do pojazdów > Części do pojazdów silnikowych > Elementy układu wydechowego,exhaust,,TRUE,Connection Tube,"Connection tube package with valves, Original tube Ø 70 mm - REMUS tube Ø 76 mm",,Choose tail pipe,"tail pipe set L/R each 2 Carbon tail pipes Ø 102 mm angled, Titanium internals, with adjustable spherical clamp connection",,Wähle dein Titan Endrohr,No Selection,,081023 1500,0,0,deny,manual,"5547,60",TRUE,FALSE,https://remus.eu/en/media/catalog/product/r/e/remus_sport_exhaust_m2_g87.jpg,0,FALSE,active
axle-back-sport-exhaust-system-absorption-principle-with-selectable-tail-pipes-for-bmw-m2-g87-incl-ec-approval-sku-081023-1500,,,,,,,,Connection Tube,"Connection tube package with valves, Original tube Ø 70 mm - REMUS tube Ø 76 mm",,Choose tail pipe,"tail pipe set L/R each 2 Carbon tail pipes Ø 102 mm angled, Titanium internals, with adjustable spherical clamp connection",,Wähle dein Titan Endrohr,"Titanium tail pipe set: 4 tail pipes OPT with OnePieceTechnology Ø 100mm, L=140mm titanium brushed, 333g incl. full titanium clamp and titanium screw",,,0,0,deny,manual,"6426,00",TRUE,FALSE,https://remus.eu/en/media/catalog/product/r/e/remus_sport_exhaust_081023_1500.jpg,1,FALSE,active
axle-back-sport-exhaust-system-absorption-principle-with-selectable-tail-pipes-for-bmw-m2-g87-incl-ec-approval-sku-081023-1500,,,,,,,,Connection Tube,"Connection tube package with valves, Original tube Ø 70 mm - REMUS tube Ø 76 mm",,Choose tail pipe,"tail pipe set L/R each 2 Carbon tail pipes Ø 102 mm angled, Titanium internals, with adjustable spherical clamp connection",,Wähle dein Titan Endrohr,"Titanium tail pipe set: 4 tail pipes OPT with OnePieceTechnology Ø 100mm, L=140mm titanium black PVD coated, 333g incl. full titanium clamp and titanium screw",,,0,0,deny,manual,"6608,40",TRUE,FALSE,https://remus.eu/en/media/catalog/product/r/e/remus_sportexhaust_bmw_m2_g87.jpg,2,FALSE,active
axle-back-sport-exhaust-system-absorption-principle-with-selectable-tail-pipes-for-bmw-m2-g87-incl-ec-approval-sku-081023-1500,,,,,,,,Connection Tube,"Connection tube package with valves, Original tube Ø 70 mm - REMUS tube Ø 76 mm",,Choose tail pipe,"Stainless steel tail pipe set: 4 tail pipes Ø 102 mm angled, straight cut, Black Chrome, with adjustable spherical clamp connection",,Wähle dein Titan Endrohr,No Selection,,,0,0,deny,manual,"4890,00",TRUE,FALSE,https://remus.eu/en/media/catalog/product/0/8/081023_1500.jpg,3,FALSE,active
axle-back-sport-exhaust-system-absorption-principle-with-selectable-tail-pipes-for-bmw-m2-g87-incl-ec-approval-sku-081023-1500,,,,,,,,Connection Tube,"Connection tube package with valves, Original tube Ø 70 mm - REMUS tube Ø 76 mm",,Choose tail pipe,"Stainless steel tail pipe set: 4 tail pipes Ø 102 mm angled, straight cut, Black Chrome, with adjustable spherical clamp connection",,Wähle dein Titan Endrohr,"Titanium tail pipe set: 4 tail pipes OPT with OnePieceTechnology Ø 100mm, L=140mm titanium brushed, 333g incl. full titanium clamp and titanium screw",,,0,0,deny,manual,"5768,40",TRUE,FALSE,https://remus.eu/en/media/catalog/product/cache/b391100c694c67e22657c8c2f08be282/0/8/081021_1400_2.jpg,4,FALSE,active
axle-back-sport-exhaust-system-absorption-principle-with-selectable-tail-pipes-for-bmw-m2-g87-incl-ec-approval-sku-081023-1500,,,,,,,,Connection Tube,"Connection tube package with valves, Original tube Ø 70 mm - REMUS tube Ø 76 mm",,Choose tail pipe,"Stainless steel tail pipe set: 4 tail pipes Ø 102 mm angled, straight cut, Black Chrome, with adjustable spherical clamp connection",,Wähle dein Titan Endrohr,"Titanium tail pipe set: 4 tail pipes OPT with OnePieceTechnology Ø 100mm, L=140mm titanium black PVD coated, 333g incl. full titanium clamp and titanium screw",,,0,0,deny,manual,"5950,80",TRUE,FALSE,https://remus.eu/en/media/catalog/product/cache/b391100c694c67e22657c8c2f08be282/0/0/0046_70csr.jpg,5,FALSE,active
axle-back-sport-exhaust-system-absorption-principle-with-selectable-tail-pipes-for-bmw-m2-g87-incl-ec-approval-sku-081023-1500,,,,,,,,Connection Tube,"Connection tube package with valves, Original tube Ø 70 mm - REMUS tube Ø 76 mm",,Choose tail pipe,"tail pipe set L/R with each 2 tail pipes Ø 102 mm angled, straight cut, chromed, with adjustable spherical clamp connection",,Wähle dein Titan Endrohr,No Selection,,,0,0,deny,manual,"4794,00",TRUE,FALSE,https://remus.eu/en/media/catalog/product/cache/b391100c694c67e22657c8c2f08be282/0/0/004670sgbr_l.jpg,6,FALSE,active
axle-back-sport-exhaust-system-absorption-principle-with-selectable-tail-pipes-for-bmw-m2-g87-incl-ec-approval-sku-081023-1500,,,,,,,,Connection Tube,"Connection tube package with valves, Original tube Ø 70 mm - REMUS tube Ø 76 mm",,Choose tail pipe,"tail pipe set L/R with each 2 tail pipes Ø 102 mm angled, straight cut, chromed, with adjustable spherical clamp connection",,Wähle dein Titan Endrohr,"Titanium tail pipe set: 4 tail pipes OPT with OnePieceTechnology Ø 100mm, L=140mm titanium brushed, 333g incl. full titanium clamp and titanium screw",,,0,0,deny,manual,"5672,40",TRUE,FALSE,https://remus.eu/en/media/catalog/product/cache/b391100c694c67e22657c8c2f08be282/r/e/remus-tailpipe-set-0046-70sgr.jpg,7,FALSE,active
axle-back-sport-exhaust-system-absorption-principle-with-selectable-tail-pipes-for-bmw-m2-g87-incl-ec-approval-sku-081023-1500,,,,,,,,Connection Tube,"Connection tube package with valves, Original tube Ø 70 mm - REMUS tube Ø 76 mm",,Choose tail pipe,"tail pipe set L/R with each 2 tail pipes Ø 102 mm angled, straight cut, chromed, with adjustable spherical clamp connection",,Wähle dein Titan Endrohr,"Titanium tail pipe set: 4 tail pipes OPT with OnePieceTechnology Ø 100mm, L=140mm titanium black PVD coated, 333g incl. full titanium clamp and titanium screw",,,0,0,deny,manual,"5854,80",TRUE,FALSE,https://remus.eu/en/media/catalog/product/cache/b391100c694c67e22657c8c2f08be282/0/0/0046_70sr.jpg,8,FALSE,active
axle-back-sport-exhaust-system-absorption-principle-with-selectable-tail-pipes-for-bmw-m2-g87-incl-ec-approval-sku-081023-1500,,,,,,,,Connection Tube,"Connection tube package with valves, Original tube Ø 70 mm - REMUS tube Ø 76 mm",,Choose tail pipe,"tail pipe set L/R consisting of 4 tail pipes Ø 102 mm angled, with adjustable spherical clamp connection",,Wähle dein Titan Endrohr,No Selection,,,0,0,deny,manual,"4856,40",TRUE,FALSE,https://remus.eu/en/media/catalog/product/cache/b391100c694c67e22657c8c2f08be282/0/0/0046_70cssr.jpg,9,FALSE,active
axle-back-sport-exhaust-system-absorption-principle-with-selectable-tail-pipes-for-bmw-m2-g87-incl-ec-approval-sku-081023-1500,,,,,,,,Connection Tube,"Connection tube package with valves, Original tube Ø 70 mm - REMUS tube Ø 76 mm",,Choose tail pipe,"tail pipe set L/R consisting of 4 tail pipes Ø 102 mm angled, with adjustable spherical clamp connection",,Wähle dein Titan Endrohr,"Titanium tail pipe set: 4 tail pipes OPT with OnePieceTechnology Ø 100mm, L=140mm titanium brushed, 333g incl. full titanium clamp and titanium screw",,,0,0,deny,manual,"5734,80",TRUE,FALSE,https://remus.eu/en/media/catalog/product/cache/b391100c694c67e22657c8c2f08be282/0/0/0046_70ssr.jpg,10,FALSE,active
axle-back-sport-exhaust-system-absorption-principle-with-selectable-tail-pipes-for-bmw-m2-g87-incl-ec-approval-sku-081023-1500,,,,,,,,Connection Tube,"Connection tube package with valves, Original tube Ø 70 mm - REMUS tube Ø 76 mm",,Choose tail pipe,"tail pipe set L/R consisting of 4 tail pipes Ø 102 mm angled, with adjustable spherical clamp connection",,Wähle dein Titan Endrohr,"Titanium tail pipe set: 4 tail pipes OPT with OnePieceTechnology Ø 100mm, L=140mm titanium black PVD coated, 333g incl. full titanium clamp and titanium screw",,,0,0,deny,manual,"5917,20",TRUE,FALSE,https://remus.eu/en/media/catalog/product/cache/b391100c694c67e22657c8c2f08be282/4/_/4_1.jpg,11,FALSE,active
axle-back-sport-exhaust-system-absorption-principle-with-selectable-tail-pipes-for-bmw-m2-g87-incl-ec-approval-sku-081023-1500,,,,,,,,Connection Tube,"Connection tube package with valves, Original tube Ø 70 mm - REMUS tube Ø 76 mm",,Choose tail pipe,"tail pipe set L/R consisting of 4 Carbon tail pipes Ø 102 mm angled/angled, Titanium internals, with adjustable spherical clamp connection",,Wähle dein Titan Endrohr,No Selection,,,0,0,deny,manual,"5547,60",TRUE,FALSE,https://remus.eu/en/media/catalog/product/cache/b391100c694c67e22657c8c2f08be282/r/e/remus-0048-tib-tailpipes.jpg,12,FALSE,active
axle-back-sport-exhaust-system-absorption-principle-with-selectable-tail-pipes-for-bmw-m2-g87-incl-ec-approval-sku-081023-1500,,,,,,,,Connection Tube,"Connection tube package with valves, Original tube Ø 70 mm - REMUS tube Ø 76 mm",,Choose tail pipe,"tail pipe set L/R consisting of 4 Carbon tail pipes Ø 102 mm angled/angled, Titanium internals, with adjustable spherical clamp connection",,Wähle dein Titan Endrohr,"Titanium tail pipe set: 4 tail pipes OPT with OnePieceTechnology Ø 100mm, L=140mm titanium brushed, 333g incl. full titanium clamp and titanium screw",,,0,0,deny,manual,"6426,00",TRUE,FALSE,,13,FALSE,active
axle-back-sport-exhaust-system-absorption-principle-with-selectable-tail-pipes-for-bmw-m2-g87-incl-ec-approval-sku-081023-1500,,,,,,,,Connection Tube,"Connection tube package with valves, Original tube Ø 70 mm - REMUS tube Ø 76 mm",,Choose tail pipe,"tail pipe set L/R consisting of 4 Carbon tail pipes Ø 102 mm angled/angled, Titanium internals, with adjustable spherical clamp connection",,Wähle dein Titan Endrohr,"Titanium tail pipe set: 4 tail pipes OPT with OnePieceTechnology Ø 100mm, L=140mm titanium black PVD coated, 333g incl. full titanium clamp and titanium screw",,,0,0,deny,manual,"6608,40",TRUE,FALSE,,14,FALSE,active
axle-back-sport-exhaust-system-absorption-principle-with-selectable-tail-pipes-for-bmw-m2-g87-incl-ec-approval-sku-081023-1500,,,,,,,,Connection Tube,"Connection tube package with valves, Original tube Ø 70 mm - REMUS tube Ø 76 mm",,Choose tail pipe,"tail pipe set L/R consisting of 4 tail pipes Ø 102 mm angled/angled, chromed, with adjustable spherical clamp connection",,Wähle dein Titan Endrohr,No Selection,,,0,0,deny,manual,"4856,40",TRUE,FALSE,,15,FALSE,active
axle-back-sport-exhaust-system-absorption-principle-with-selectable-tail-pipes-for-bmw-m2-g87-incl-ec-approval-sku-081023-1500,,,,,,,,Connection Tube,"Connection tube package with valves, Original tube Ø 70 mm - REMUS tube Ø 76 mm",,Choose tail pipe,"tail pipe set L/R consisting of 4 tail pipes Ø 102 mm angled/angled, chromed, with adjustable spherical clamp connection",,Wähle dein Titan Endrohr,"Titanium tail pipe set: 4 tail pipes OPT with OnePieceTechnology Ø 100mm, L=140mm titanium brushed, 333g incl. full titanium clamp and titanium screw",,,0,0,deny,manual,"5734,80",TRUE,FALSE,,16,FALSE,active
axle-back-sport-exhaust-system-absorption-principle-with-selectable-tail-pipes-for-bmw-m2-g87-incl-ec-approval-sku-081023-1500,,,,,,,,Connection Tube,"Connection tube package with valves, Original tube Ø 70 mm - REMUS tube Ø 76 mm",,Choose tail pipe,"tail pipe set L/R consisting of 4 tail pipes Ø 102 mm angled/angled, chromed, with adjustable spherical clamp connection",,Wähle dein Titan Endrohr,"Titanium tail pipe set: 4 tail pipes OPT with OnePieceTechnology Ø 100mm, L=140mm titanium black PVD coated, 333g incl. full titanium clamp and titanium screw",,,0,0,deny,manual,"5917,20",TRUE,FALSE,,17,FALSE,active
axle-back-sport-exhaust-system-absorption-principle-with-selectable-tail-pipes-for-bmw-m2-g87-incl-ec-approval-sku-081023-1500,,,,,,,,Connection Tube,"Connection tube package with valves, Original tube Ø 70 mm - REMUS tube Ø 76 mm",,Choose tail pipe,No Selection,,Wähle dein Titan Endrohr,No Selection,,,0,0,deny,manual,"4386,00",TRUE,FALSE,,18,FALSE,active
axle-back-sport-exhaust-system-absorption-principle-with-selectable-tail-pipes-for-bmw-m2-g87-incl-ec-approval-sku-081023-1500,,,,,,,,Connection Tube,"Connection tube package with valves, Original tube Ø 70 mm - REMUS tube Ø 76 mm",,Choose tail pipe,No Selection,,Wähle dein Titan Endrohr,"Titanium tail pipe set: 4 tail pipes OPT with OnePieceTechnology Ø 100mm, L=140mm titanium brushed, 333g incl. full titanium clamp and titanium screw",,,0,0,deny,manual,"5264,40",TRUE,FALSE,,19,FALSE,active
axle-back-sport-exhaust-system-absorption-principle-with-selectable-tail-pipes-for-bmw-m2-g87-incl-ec-approval-sku-081023-1500,,,,,,,,Connection Tube,"Connection tube package with valves, Original tube Ø 70 mm - REMUS tube Ø 76 mm",,Choose tail pipe,No Selection,,Wähle dein Titan Endrohr,"Titanium tail pipe set: 4 tail pipes OPT with OnePieceTechnology Ø 100mm, L=140mm titanium black PVD coated, 333g incl. full titanium clamp and titanium screw",,,0,0,deny,manual,"5446,80",TRUE,FALSE,,20,FALSE,active
